sample_id,image_path,split,strip_id,batch_id,h2s_concentration_ppm,exposure_duration_min,cumulative_dose_ppm_hr,risk_band,label_source,source_citation,mapping_method,is_lab_validated,temperature_c,humidity_pct,lighting_type,distance_cm,device_model,flash_used,baseline_image_path,reference_patch_present,reference_patch_rgb_measured,reference_patch_rgb_known,corrected_strip_rgb,reference_patch_delta_e,lighting_uniformity_ok,quality_ok,protocol_version,notes
H2S-2026-0079,images/holdout/H2S-2026-0079_50ppm_fluorescent.png,holdout,STRIP-BATCHA-50ppm,BATCH-SYNTH-001,50.0,15.0,12.5,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,20.6,52.7,fluorescent,10.0,Pixel_7,False,baselines/baseline_fluorescent.png,True,"[(199, 232, 234), (136, 153, 153), (149, 130, 90), (30, 26, 25)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(118, 109, 97)",1.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0080,images/holdout/H2S-2026-0080_50ppm_fluorescent.png,holdout,STRIP-BATCHA-50ppm,BATCH-SYNTH-001,50.0,15.0,12.5,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,24.7,47.2,fluorescent,20.0,Pixel_7,False,baselines/baseline_fluorescent.png,True,"[(199, 231, 241), (134, 152, 151), (153, 129, 91), (37, 29, 20)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(113, 107, 97)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0081,images/holdout/H2S-2026-0081_50ppm_fluorescent.png,holdout,STRIP-BATCHA-50ppm,BATCH-SYNTH-001,50.0,15.0,12.5,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,23.5,50.6,fluorescent,15.0,Samsung_A54,False,baselines/baseline_fluorescent.png,True,"[(201, 229, 235), (129, 151, 150), (153, 136, 93), (29, 29, 22)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(118, 108, 98)",1.41,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0082,images/test/H2S-2026-0082_50ppm_dim_indoor.png,test,STRIP-BATCHA-50ppm,BATCH-SYNTH-001,50.0,15.0,12.5,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,21.0,52.0,dim_indoor,10.0,Pixel_7,False,baselines/baseline_dim_indoor.png,True,"[(178, 147, 134), (115, 97, 88), (128, 89, 48), (32, 17, 13)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(110, 111, 96)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0083,images/train/H2S-2026-0083_50ppm_dim_indoor.png,train,STRIP-BATCHA-50ppm,BATCH-SYNTH-001,50.0,15.0,12.5,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,20.5,56.1,dim_indoor,20.0,Pixel_7,False,baselines/baseline_dim_indoor.png,True,"[(178, 154, 132), (116, 102, 89), (130, 84, 48), (26, 18, 9)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(115, 105, 101)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0084,images/test/H2S-2026-0084_50ppm_dim_indoor.png,test,STRIP-BATCHA-50ppm,BATCH-SYNTH-001,50.0,15.0,12.5,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,21.9,44.7,dim_indoor,15.0,Samsung_A54,False,baselines/baseline_dim_indoor.png,True,"[(175, 148, 130), (114, 101, 89), (126, 88, 46), (27, 21, 14)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(116, 106, 97)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0085,images/train/H2S-2026-0085_75ppm_daylight.png,train,STRIP-BATCHA-75ppm,BATCH-SYNTH-001,75.0,15.0,18.75,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,21.3,55.9,daylight,10.0,Pixel_7,False,baselines/baseline_daylight.png,True,"[(254, 251, 255), (190, 188, 167), (215, 160, 98), (51, 33, 30)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(77, 74, 56)",0.0,True,False,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0086,images/train/H2S-2026-0086_75ppm_daylight.png,train,STRIP-BATCHA-75ppm,BATCH-SYNTH-001,75.0,15.0,18.75,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,20.1,47.9,daylight,20.0,Pixel_7,False,baselines/baseline_daylight.png,True,"[(255, 255, 252), (193, 186, 169), (214, 160, 97), (50, 38, 24)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(78, 69, 61)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0087,images/train/H2S-2026-0087_75ppm_daylight.png,train,STRIP-BATCHA-75ppm,BATCH-SYNTH-001,75.0,15.0,18.75,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,22.5,35.5,daylight,15.0,Samsung_A54,False,baselines/baseline_daylight.png,True,"[(253, 255, 255), (189, 188, 168), (219, 162, 95), (52, 36, 24)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(76, 71, 61)",1.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0088,images/test/H2S-2026-0088_75ppm_LED.png,test,STRIP-BATCHA-75ppm,BATCH-SYNTH-001,75.0,15.0,18.75,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,20.9,54.5,LED,10.0,Pixel_7,False,baselines/baseline_LED.png,True,"[(236, 247, 255), (156, 156, 168), (173, 141, 96), (36, 31, 25)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(75, 65, 59)",1.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0089,images/train/H2S-2026-0089_75ppm_LED.png,train,STRIP-BATCHA-75ppm,BATCH-SYNTH-001,75.0,15.0,18.75,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,22.7,41.3,LED,20.0,Pixel_7,False,baselines/baseline_LED.png,True,"[(243, 243, 253), (153, 163, 163), (176, 139, 93), (38, 26, 28)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(73, 70, 57)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0090,images/validation/H2S-2026-0090_75ppm_LED.png,validation,STRIP-BATCHA-75ppm,BATCH-SYNTH-001,75.0,15.0,18.75,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,21.8,54.9,LED,15.0,Samsung_A54,False,baselines/baseline_LED.png,True,"[(239, 245, 255), (152, 161, 167), (173, 141, 99), (41, 33, 29)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(71, 64, 56)",1.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0091,images/holdout/H2S-2026-0091_75ppm_fluorescent.png,holdout,STRIP-BATCHA-75ppm,BATCH-SYNTH-001,75.0,15.0,18.75,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,22.1,52.2,fluorescent,10.0,Pixel_7,False,baselines/baseline_fluorescent.png,True,"[(202, 228, 239), (129, 153, 151), (153, 132, 90), (30, 25, 25)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(75, 70, 57)",1.41,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0092,images/holdout/H2S-2026-0092_75ppm_fluorescent.png,holdout,STRIP-BATCHA-75ppm,BATCH-SYNTH-001,75.0,15.0,18.75,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,23.9,35.9,fluorescent,20.0,Pixel_7,False,baselines/baseline_fluorescent.png,True,"[(203, 234, 233), (133, 153, 153), (145, 129, 91), (34, 32, 22)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(71, 62, 60)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0093,images/holdout/H2S-2026-0093_75ppm_fluorescent.png,holdout,STRIP-BATCHA-75ppm,BATCH-SYNTH-001,75.0,15.0,18.75,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,23.2,41.2,fluorescent,15.0,Samsung_A54,False,baselines/baseline_fluorescent.png,True,"[(199, 230, 238), (133, 153, 149), (147, 135, 90), (34, 31, 21)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(72, 64, 60)",1.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0094,images/train/H2S-2026-0094_75ppm_dim_indoor.png,train,STRIP-BATCHA-75ppm,BATCH-SYNTH-001,75.0,15.0,18.75,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,20.9,52.8,dim_indoor,10.0,Pixel_7,False,baselines/baseline_dim_indoor.png,True,"[(173, 154, 136), (116, 102, 82), (128, 86, 52), (27, 18, 16)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(75, 66, 53)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0095,images/test/H2S-2026-0095_75ppm_dim_indoor.png,test,STRIP-BATCHA-75ppm,BATCH-SYNTH-001,75.0,15.0,18.75,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,24.0,35.7,dim_indoor,20.0,Pixel_7,False,baselines/baseline_dim_indoor.png,True,"[(176, 152, 129), (118, 102, 85), (128, 84, 47), (29, 22, 12)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(72, 61, 61)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0096,images/train/H2S-2026-0096_75ppm_dim_indoor.png,train,STRIP-BATCHA-75ppm,BATCH-SYNTH-001,75.0,15.0,18.75,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,23.2,46.2,dim_indoor,15.0,Samsung_A54,False,baselines/baseline_dim_indoor.png,True,"[(176, 154, 136), (112, 95, 82), (128, 88, 52), (32, 20, 15)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(68, 63, 55)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0097,images/validation/H2S-2026-0097_100ppm_daylight.png,validation,STRIP-BATCHA-100ppm,BATCH-SYNTH-001,100.0,15.0,25.0,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,21.7,58.5,daylight,10.0,Pixel_7,False,baselines/baseline_daylight.png,True,"[(255, 253, 255), (191, 185, 171), (221, 160, 95), (52, 33, 27)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(29, 31, 25)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0098,images/test/H2S-2026-0098_100ppm_daylight.png,test,STRIP-BATCHA-100ppm,BATCH-SYNTH-001,100.0,15.0,25.0,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,21.7,58.1,daylight,20.0,Pixel_7,False,baselines/baseline_daylight.png,True,"[(252, 255, 254), (197, 187, 167), (217, 168, 95), (52, 33, 25)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(29, 31, 26)",1.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0099,images/train/H2S-2026-0099_100ppm_daylight.png,train,STRIP-BATCHA-100ppm,BATCH-SYNTH-001,100.0,15.0,25.0,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,22.3,52.2,daylight,15.0,Samsung_A54,False,baselines/baseline_daylight.png,True,"[(251, 252, 251), (193, 186, 171), (213, 167, 102), (48, 35, 30)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(33, 30, 22)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0100,images/train/H2S-2026-0100_100ppm_LED.png,train,STRIP-BATCHA-100ppm,BATCH-SYNTH-001,100.0,15.0,25.0,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,20.6,46.2,LED,10.0,Pixel_7,False,baselines/baseline_LED.png,True,"[(242, 248, 255), (155, 161, 165), (177, 141, 98), (41, 28, 28)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(32, 31, 24)",1.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0101,images/train/H2S-2026-0101_100ppm_LED.png,train,STRIP-BATCHA-100ppm,BATCH-SYNTH-001,100.0,15.0,25.0,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,20.5,44.8,LED,20.0,Pixel_7,False,baselines/baseline_LED.png,True,"[(236, 245, 255), (158, 159, 165), (177, 141, 96), (37, 33, 31)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(36, 26, 21)",1.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0102,images/train/H2S-2026-0102_100ppm_LED.png,train,STRIP-BATCHA-100ppm,BATCH-SYNTH-001,100.0,15.0,25.0,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,23.8,44.1,LED,15.0,Samsung_A54,False,baselines/baseline_LED.png,True,"[(239, 244, 255), (152, 156, 167), (179, 143, 97), (43, 26, 24)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(30, 33, 27)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0103,images/holdout/H2S-2026-0103_100ppm_fluorescent.png,holdout,STRIP-BATCHA-100ppm,BATCH-SYNTH-001,100.0,15.0,25.0,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,20.6,59.4,fluorescent,10.0,Pixel_7,False,baselines/baseline_fluorescent.png,True,"[(204, 227, 241), (131, 152, 157), (149, 129, 91), (37, 31, 28)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(28, 26, 20)",1.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0104,images/holdout/H2S-2026-0104_100ppm_fluorescent.png,holdout,STRIP-BATCHA-100ppm,BATCH-SYNTH-001,100.0,15.0,25.0,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,22.6,38.7,fluorescent,20.0,Pixel_7,False,baselines/baseline_fluorescent.png,True,"[(204, 232, 238), (136, 152, 151), (148, 136, 91), (37, 24, 20)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(28, 34, 28)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
